"",,,,,,,Police Log,,
"",,,,,,,Arizona State University Police Department,,
"",,,,,,,"Wednesday, August 01, 2018",,
"",,,,,,,Occurred,,
Incident #,Date Reported,,Time Reported,,,From,Thru Description Location,,Disposition
"",,,,,Date,Time,Date Time,,
18-54415T,8/1,,0957 hrs,,7/27,1400 hrs,8/1 0800 hrs Bike Theft Hassayampa,,Pending
N 1st Ave/ W Fillmore 18-54444D,8/1,,1224 hrs,,8/1,1224 hrs,8/1 1224 hrs Driving with a Suspend License,,
"",,,,,,,St,,
"",,,,,,,,,Cleared By Arrest
18-54458W,8/1,,1406 hrs,,7/25,1800 hrs,7/25 1900 hrs Theft Fletcher Library,,Pending
E University Dr / S 18-54557T,8/1,,2325 hrs,,8/1,2325 hrs,8/2 0018 hrs Driving with a Suspend License,,
"",,,,,,,McAllister Ave,,
"",,,,,,,,,Cleared By Arrest
"",,,,,,,Occurred,,,
Incident #,Date Reported,,Time Reported,,,From,Thru Description,Location,,Disposition
"",,,,,Date,Time,Date Time,,,
18-54586T,8/2,,0141 hrs,,8/2,0141 hrs,8/2 0141 hrs Possession of Narcotic Drugs; Possession of Drug PendingParaphernalia; Driving on a Suspended License,S. Rural Rd. / E. Terrace Rd.,,
Possession of Drug Paraphernalia; Shoplifting-18-54708T,8/2,,1636 hrs,,8/2,1636 hrs,8/2 1636 hrs Concealment; Trespassing,Bookstore,,Pending
S. Sossaman Rd. / E. 18-54762P,8/2,,2148 hrs,,8/2,2148 hrs,Excessive Speed in a Residential Area or 8/2 2148 hrs Business District,Old Pecos Rd.,,Cleared by Arrest
University Center 18-59854T,8/20,,1251 hrs,,8/20,0953 hrs,8/20 1251 hrs Fail to Stop on Striking Unattended Vehicle,,,,
"",,,,,,,,,Parking Lot 2,,
"",,,,,,,,,,,Pending
S. Rural Rd. / E. 18-59965T,8/20,,1925 hrs,,8/20,1925 hrs,8/20 1958 hrs Driving on a Suspended License,,,,
"",,,,,,,,,Broadway Rd.,,
"",,,,,,,,,,,Cleared by Arrest
College Avenue 18-59969T,8/20,,1936 hrs,,8/20,1936 hrs,Trespass; Refuse to Provide Truthful Name when 8/20 1936 hrs Lawfully Detained,,Commons,,Cleared by Arrest
18-59993T,8/20,,2052 hrs,,8/20,1700 hrs,8/20 2040 hrs Bicycle Theft,,Memorial Union,,Pending
18-60040D,8/20,,2313 hrs,,8/20,2313 hrs,8/20 2313 hrs Possession of Drug Paraphernalia,,Taylor Place,,Cleared by Arrest
18-80000175T,8/20,,0824 hrs,,8/14,1705 hrs,8/17 0805 hrs Theft,,Armstrong Hall,,Pending
18-80000176T,8/20,,2209 hrs,,8/20,0800 hrs,8/20 1800 hrs Bicycle Theft,,Computing Commons,,Pending
"",,,,,,,Occurred,,,,
Incident #,Date Reported,,Time Reported,,,From,Thru Description,,Location,,Disposition
"",,,,,Date,Time,Date Time,,,,
"Refusal to Provide Truthful Name, Theft of Means 18-60106T",8/21,,0316 hrs,,8/21,0316 hrs,8/21 0546 hrs of Transportation,,Parking Lot 45,,Cleared By Arrest
18-60193T,8/21,,1103 hrs,,8/20,1700 hrs,8/20 1700 hrs Fraudulent Schemes and Artifices,,The Villas,,Pending
18-60277T,8/21,,1640 hrs,,8/21,0845 hrs,8/21 1640 hrs Criminal Damage,,Parking Lot 3,,Pending
18-60221T,8/21,,1318 hrs,,8/21,1315 hrs,8/21 2143 hrs Threatening or Intimidating,,Manzanita Hall,,Cleared By Arrest
18-60304T,8/21,,1950 hrs,,8/21,1920 hrs,8/21 2010 hrs Theft,,Panda Express,,Pending
6500 Block of S 18-60316P,8/21,,2029 hrs,,8/16,0853 hrs,8/21 2029 hrs Threatening or Intimidating,,,,
"",,,,,,,,,Roslyn,,
"",,,,,,,,,,,Pending
18-80000178T,8/21,,1946 hrs,,8/18,2415 hrs,8/21 1615 hrs Bike Theft,,Hassayampa Building,,Pending
18-60293T,8/21,,1714 hrs,,8/20,1700 hrs,8/20 1700 hrs Fraudulent Schemes and Artifices,,Adelphi,,Closed
"",,,,,,,Occurred,,,,
Incident #,Date Reported,,Time Reported,,,From,Thru Description,,Location,,Disposition
"",,,,,Date,Time,Date Time,,,,
S Mill Ave/ E 18-60415T,8/22,,0209 hrs,,8/22,0209 hrs,8/22 0209 hrs DUI,,,,
"",,,,,,,,,University Dr,,
"",,,,,,,,,,,Cleared By Arrest
1213 18-60484T,8/22,,0857 hrs,,8/22,0857 hrs,,,,,
"",,,,,,,hrs,,,,
"",,,,,,,1213 hrs Criminal Damage,,Tooker,,Pending
E Fillmore St/ N 18-60497T,8/22,,1008 hrs,,8/22,1008 hrs,"8/22 1008 hrs Possess or Display a Fictitious Plate,",,,,
"",,,,,,,,,Central Ave,,
"",,,,,,,,,,,Cleared By Arrest
Engineering 18-60551T,8/22,,1317 hrs,,8/22,1317 hrs,8/22 1727 hrs Burglary,,,,
"",,,,,,,,,Research Center,,
"",,,,,,,,,,,Pending
18-60568T,8/22,,1527 hrs,,8/22,1515 hrs,8/22 1520 hrs Theft,,Stauffer B,,Pending
18-60590D,8/22,,1728 hrs,,8/22,1728 hrs,8/22 1728 hrs Operate Vehicle Without Ignition Interlock Device,,YMCA,,Cleared By Arrest
18-60653T,8/22,,2153 hrs,,8/22,2153 hrs,8/22 2354 hrs Threatening and Intimidation,,Best Hall,,Pending
"Possession of Marijuana, Possession of Drug 18-60686T",8/22,,2313 hrs,,8/22,2313 hrs,"8/23 0503 hrs Paraphernalia, Dangerous Drugs",,Annex,,Pending
18-60697T,8/22,,2345 hrs,,8/22,2345 hrs,8/23 0039 hrs Criminal Damage,,Best Hall,,Pending
18-80000179T,8/22,,1006 hrs,,8/21,1200 hrs,8/22 0800 hrs Theft,,Armstrong Hall,,Pending
18-80000180T,8/22,,1249 hrs,,8/22,1035 hrs,8/22 1130 hrs Bicycle Theft,,Noble Library,,Pending
"",,,,,,,Occurred,,,,
Incident #,Date Reported,,Time Reported,,,From,Thru Description,,Location,,Disposition
"",,,,,Date,Time,Date Time,,,,
900 Block of E. 18-60719T,8/23,,0151 hrs,,8/23,0151 hrs,"8/23 0151 hrs DUI- Alcohol, Drug, Vapor, Combination Thereof",,,,
"",,,,,,,,,Broadway Rd.,,
"",,,,,,,,,,,Pending
Greek Leadership 18-60811T,8/23,,0930 hrs,,8/22,1800 hrs,8/23 0800 hrs Criminal Damage,,,,
"",,,,,,,,,Village,,
"",,,,,,,,,,,Pending
18-60868T,8/23,,1345 hrs,,8/21,1300 hrs,8/23 1145 hrs Bicycle Theft,,Hassayampa Phase I,,Pending
Engineering Center- 18-60890T,8/23,,1555 hrs,,8/23,1540 hrs,8/23 1540 hrs Theft,,,,
"",,,,,,,,,E Wing,,
"",,,,,,,,,,,Pending
18-60897T,8/23,,1700 hrs,,8/22,2335 hrs,8/23 1215 hrs Harassment,,Hassayampa Phase I,,Pending
18-60899T,8/23,,1703 hrs,,8/23,1700 hrs,8/23 1700 hrs Assault,,Computing Commons,,Cleared by Arrest
S. Power Rd. / E. 18-60918P,8/23,,1905 hrs,,8/23,1905 hrs,Excessive Speed in a Residential Area or 8/23 1905 hrs Business District,,Williams Field Rd.,,Cleared by Arrest
18-80000182,8/23,,0914 hrs,,8/22,2200 hrs,8/23 0700 hrs Theft,,Neeb Hall,,Pending
"",,,,,,,Occurred,,,,
Incident #,Date Reported,,Time Reported,,,From,Thru Description,,Location,,Disposition
"",,,,,Date,Time,Date Time,,,,
18-61024T,8/24,,0130 hrs,,8/24,0132 hrs,8/24 0132 hrs Driving with a Suspended License,,200 Block of 3rd St,,Cleared By Arrest
300 E Block of S Mill 18-61027T,8/24,,0142 hrs,,8/24,0142 hrs,8/24 0356 hrs DUI,,,,
"",,,,,,,,,Ave,,
"",,,,,,,,,,,Cleared By Arrest
18-61057W,8/24,,0327 hrs,,8/24,0343 hrs,8/24 0343 hrs Under 21 With Alcohol in the Body,,Taylor Mall,,Cleared By Arrest
18-61117T,8/24,,0918 hrs,,7/10,1030 hrs,8/24 0900 hrs Theft,,FACMAN,,Pending
18-61259T,8/24,,2052 hrs,,8/24,1320 hrs,8/24 1350 hrs Bike Theft,,Palo Verde West,,Pending
S Rural Rd/ E Terrace 18-61295 T,8/24,,2245 hrs,,8/24,2245 hrs,Obstructing a Highway or Other Public 8/25 0028 hrs Thoroughfare,,Rd,,Cleared By Arrest
Sun Devil Fitness 18-61300T,8/24,,2304 hrs,,8/24,2100 hrs,8/24 2345 hrs Assault,,,,
"",,,,,,,,,Center,,
"",,,,,,,,,,,Pending
18-61308T,8/24,,2328 hrs,,8/23,0800 hrs,8/24 2300 hrs Burglary,,Palo Verde East,,Pending
"",,,,,,,Occurred,,,,
Incident #,Date Reported,,Time Reported,,,From,Thru Description,,Location,,Disposition
"",,,,,Date,Time,Date Time,,,,
18-61328T,8/25,,0049 hrs,,8/25,0049 hrs,8/25 0132 hrs Under 21 Years Old with Alcohol in Body,,Manzanita Hall,,Cleared by Arrest
18-61333T,8/25,,0100 hrs,,8/25,0100 hrs,8/25 0127 hrs Under 21 Years Old with Alcohol in Body,,Manzanita Hall,,Cleared by Arrest
Under 21 Years Old with Alcohol in Body x3; Under S. Rural Rd. / E. 18-61334T,8/25,,0105 hrs,,8/25,0105 hrs,8/25 0105 hrs 21 Years Old in Possession of Alcohol,,Lemon St.,,Cleared by Arrest
S. Rural Rd. / E. 18-61336T,8/25,,0113 hrs,,8/25,0113 hrs,8/25 0325 hrs DUI,,,,
"",,,,,,,,,Terrace Rd.,,
"",,,,,,,,,,,Pending
800 Block of S. Una 18-61374T,8/25,,0342 hrs,,8/25,0342 hrs,8/25 0342 hrs DUI,,,,
"",,,,,,,,,St,,
"",,,,,,,,,,,Pending
18-61451T,8/25,,0925 hrs,,8/20,0900 hrs,8/20 1900 hrs Fail to Notify Upon Striking Unattended Vehicle,,Parking Structure 2,,Pending
"",,,,,,,Possession of Dangerous Drugs; Possession of,,,,
Beus Center for Law 18-61474D,8/25,,1123 hrs,,8/24,1400 hrs,Drug Paraphernalia; Theft; Refusal to Provide 8/24 1900 hrs Truthful Name when Lawfully Detained;,,and Society,,Pending
"",,,,,,,Possession of Stolen Property,,,,
500 Block of N. 18-61496D,8/25,,1308 hrs,,8/25,1308 hrs,8/25 1308 hrs Unlawfully Consuming Alcohol in Public,,,,
"",,,,,,,,,Central Ave.,,
"",,,,,,,,,,,Cleared by Arrest
18-61511T,8/25,,1359 hrs,,8/25,1359 hrs,8/25 1359 hrs Theft,,Memorial Union,,Pending
18-61519T,8/25,,1440 hrs,,8/25,1440 hrs,8/25 1440 hrs Excessive Speed,,Karsten Golf Course,,Cleared by Arrest
18-61535T,8/25,,1546 hrs,,8/24,2330 hrs,8/25 1500 hrs Bicycle Theft,,Hassayampa Phase II,,Pending
18-61571T,8/25,,2044 hrs,,8/25,2000 hrs,8/25 2045 hrs Public Sexual Indecency,,Villas at Vista Del Sol,,Pending
Possession of Marijuana; Possession of Drug 18-61605P 8/25,2240 hrs,8/25,2240 hrs,8/25,2240 hrs Paraphernalia,,Falcon Hall,Pending
"",,,,,Possession of Marijuana; Possession of Drug,,,
18-61608T 8/25,2307 hrs,8/25,2307 hrs,8/25,2307 hrs Paraphernalia; Under 21 Years Old with Alcohol in,,Juniper Hall,Pending
"",,,,,Body x 5,,,
18-80000183T 8/25,1734 hrs,8/17,2230 hrs,8/18,1200 hrs Bicycle Theft,,Hassayampa Phase II,Pending
"",,,,,Occurred,,,,
Incident #,,,,,,,,,
"",Date,Time,,,,,,,
"",Reported,Reported,,,,,,,
"",,,,From,Thru Description,,Location,,Disposition
"",,,Date,Time,Date Time,,,,
S. Rural Rd. / E. 18-61668T,8/26,0353 hrs,8/26,0353 hrs,Possession of Marijuana; Possession of Drug 8/26 1151 hrs Paraphernalia,,Apache Blvd.,,Pending
18-61763D,8/26,1455 hrs,8/23,1700 hrs,8/26 1450 hrs Bicycle Theft,,Taylor Place,,Pending
University Services 18-61784T,8/26,1636 hrs,8/26,1636 hrs,Driving on a Suspended License; Resisting Arrest; 8/26 1636 hrs Speeding,,Building,,Pending
Walmart at Vista Del 18-61792T,8/26,1754 hrs,8/26,1715 hrs,8/26 1720 hrs Bicycle Theft,,,,
"",,,,,,,Sol,,
"",,,,,,,,,Pending
18-61818T,8/26,2039 hrs,8/26,1930 hrs,8/26 2030 hrs Bicycle Theft,,Carsten Athletics,,Pending
S. Mill Ave. / W. 18-61822T,8/26,2058 hrs,8/26,2058 hrs,8/26 2058 hrs Driving on a Suspended License,,,,
"",,,,,,,Hudson Ln.,,
"",,,,,,,,,Cleared by Arrest
S. Rural Rd. / E. 18-61843T,8/26,2219 hrs,8/26,2219 hrs,Excessive Speed in a Residential Area or 8/26 2237 hrs Business District,,Broadway Rd.,,Cleared by Arrest
"",,,,,Occurred,,,
Incident #,,,,,,,,
"",Date,Time,,,,,,
"",Reported,Reported,,,,,,
"",,,,From,Thru Description,Location,,Disposition
"",,,Date,Time,Date Time,,,
18-61900T,8/27,0236 hrs,8/27,0236 hrs,8/27 0236 hrs Possession of Marijuana; DUI,The Vine,,Pending
18-61921D,8/27,0635 hrs,8/27,0635 hrs,8/27 0635 hrs Possession of Narcotic Drugs; Possession of Drug PendingParaphernalia; Tampering with Physical Evidence,300 Block of N. Central Ave.,,
18-61964T,8/27,1045 hrs,4/27,1500 hrs,4/29 1500 hrs Forgery,Psychology North,,Pending
N 1st. St. / W. Van 18-61990D,8/27,1330 hrs,8/27,0900 hrs,8/27 0930 hrs Assault,,,
"",,,,,,Buren St.,,
"",,,,,,,,Pending
18-61991D,8/27,1337 hrs,8/27,1337 hrs,8/27 1337 hrs Bicycle Theft,ASU Police,,Pending
18-62015T,8/27,1531 hrs,8/24,1800 hrs,8/27 1330 hrs Bicycle Theft,Tooker Hall,,Pending
18-62026T,8/27,1651 hrs,8/27,1450 hrs,8/27 1645 hrs Bicycle Theft,Palo Verde East,,Pending
18-62031T,8/27,1728 hrs,8/25,2200 hrs,8/26 1500 hrs Sexual Assault,Manzanita Hall,,Pending
Vista Del Sol Parking 18-62059T,8/27,2034 hrs,8/27,2034 hrs,Possession of Narcotic Drugs; Possession of 8/27 2034 hrs Marijuana; Possession of Drug Paraphernalia,Structure,,Pending
Tyler St. Light Rail 18-62070T,8/27,2114 hrs,8/27,2114 hrs,8/27 2114 hrs Theft,,,
"",,,,,,Station,,
"",,,,,,,,Pending
18-80000186T,8/27,1417 hrs,8/23,2000 hrs,8/24 0800 hrs Bicycle Theft,Tooker Hall,,Pending
18-80000187T,8/27,1506 hrs,8/24,2200 hrs,8/27 1000 hrs Bicycle Theft,Vista Del Sol,,Pending
"",,,,,,,Occurred,,,,
Incident #,Date Reported,,Time Reported,,,From,Thru,Description,,Location,Disposition
"",,,,,Date,Time,Date,Time,,,
18-80000188T,8/28,,1201 hrs,,8/28,1201 hrs,8/28,1201 hrs Theft,,Vista Del Sol,Pending
18-62211T,8/28,,1042 hrs,,8/27,2000 hrs,8/28,0845 hrs Bike Theft,,Hassayampa,Pending
18-80000197T,8/28,,1219 hrs,,8/27,1200 hrs,8/28,0800 hrs Bike Theft,,Tooker,Pending
"",,,,,,,Occurred,,,,
Incident #,Date Reported,,Time Reported,,,From,Thru Description,,Location,,Disposition
"",,,,,Date,Time,Date Time,,,,
S. Mill Ave. / E. 18-62398T,8/29,,0129 hrs,,8/29,0129 hrs,8/29 0129 hrs Driving on a Suspended License,,,,
"",,,,,,,,,Gammage Pkwy.,,
"",,,,,,,,,,,Cleared by Arrest
18-62507T,8/29,,0940 hrs,,8/29,0930 hrs,8/29 0935 hrs Shoplifting,,POD Market,,
"",,,,,,,,,,,Cleared by
"",,,,,,,,,,,Exceptional Means
18-62632D,8/29,,1606 hrs,,8/29,1606 hrs,8/29 1626 hrs Bicycle Theft,,Taylor Place,,Pending
18-80000189T,8/29,,1040 hrs,,8/28,1910 hrs,8/28 1950 hrs Theft,,Memorial Union,,Pending
18-80000190T,8/29,,0015 hrs,,8/28,0715 hrs,8/28 1615 hrs Failure to Notify upon Striking Unattended Vehicle,,Parking Structure 4,,Pending
Brickyard Engineering 18-80000191T,8/29,,1618 hrs,,8/29,1200 hrs,8/29 1500 hrs Bicycle Theft,,,,
"",,,,,,,,,Building,,
"",,,,,,,,,,,Pending
Brickyard Engineering 18-80000214T,8/29,,1208 hrs,,8/29,0835 hrs,8/29 1208 hrs Bicycle Theft,,,,
"",,,,,,,,,Building,,
"",,,,,,,,,,,Pending
"",,,,,Occurred,,,,
Incident #,,,,,,,,,
"",Date,Time,,,,,,,
"",Reported,Reported,,,,,,,
"",,,,From,Thru Description,,Location,,Disposition
"",,,Date,Time,Date Time,,,,
18-62737T,8/30,0035 hrs,8/30,0035 hrs,8/30 0119 hrs Trespassing,,Hassayampa Phase I,,Cleared by Arrest
Possession of Stolen Property; Possession of Drug E. Apache Blvd. / S. 18-62278T,8/30,0256 hrs,8/30,0253 hrs,8/30 0532 hrs Paraphernalia,,Terrace Rd.,,Cleared by Arrest
18-62876T,8/30,1224 hrs,8/30,0745 hrs,8/30 1230 hrs Theft,,Parking Lot 59 East,,Pending
18-62891T,8/30,1324 hrs,8/30,1040 hrs,8/30 1045 hrs Theft,,Palo Verde East,,Pending
18-62900T,8/30,1416 hrs,8/30,0900 hrs,8/30 1400 hrs Vehicle Burglary,,Parking Lot 20,,Pending
18-62922T,8/30,1525 hrs,8/29,1630 hrs,8/30 1500 hrs Bicycle Theft,,Barrett Hall,,Pending
S. Rural Rd. / E. 18-63049T,8/30,2309 hrs,8/30,2309 hrs,Excessive Speed in a Residential Area or 8/30 2309 hrs Business District,,Southern Ave.,,Cleared by Arrest
"",,,,,Occurred,,,,
Incident #,,,,,,,,,
"",Date,Time,,,,,,,
"",Reported,Reported,,,,,,,
"",,,,From,Thru Description,,Location,,Disposition
"",,,Date,Time,Date Time,,,,
S. Mill Ave. / W. Del 18-63069T,8/31,0002 hrs,8/31,0002 hrs,8/31 0218 hrs DUI,,,,
"",,,,,,,Rio Dr.,,
"",,,,,,,,,Pending
1000 Block of E. 18-63076T,8/31,0018 hrs,8/31,0018 hrs,8/31 0018 hrs Unlawful Consumption of Alcohol in Public,,,,
"",,,,,,,Apache Blvd.,,
"",,,,,,,,,Cleared by Arrest
18-63118D,8/31,0259 hrs,8/31,0259 hrs,8/31 0315 hrs Public Urination,,Civic Space Park,,Cleared by Arrest
18-63233T,8/31,1414 hrs,8/31,0800 hrs,8/31 1414 hrs Fail to Stop Upon Striking Unattended Vehicle,,Parking Structure 4,,Pending
18-63237T,8/31,1500 hrs,8/31,1500 hrs,8/31 1500 hrs Criminal Nuisance,,Fulton Center,,Cleared by Arrest
Engineering 18-63256T,8/31,1609 hrs,8/31,1609 hrs,8/31 1609 hrs Bicycle Theft,,,,
"",,,,,,,Research Center,,
"",,,,,,,,,Pending
18-63282T,8/31,1910 hrs,8/31,1910 hrs,8/31 1910 hrs Unlawful Consumption of Alcohol in Public,,Taco Bell,,Cleared by Arrest
18-80000193T,8/31,1331 hrs,8/30,1200 hrs,8/31 1230 hrs Bicycle Theft,,Noble Library,,Pending
18-80000198,8/31,0902 hrs,8/30,1700 hrs,8/31 0815 hrs Criminal Damage,,Goldwater,,Pending
