18-14814T,2/24,1903 hrs,2/24,1903 hrs,2/24,1921 hrs Under 21 with Alcohol In Body,,Sun Devil Center,Pending
18-14822T,2/24,1942 hrs,2/24,1942 hrs,2/24,1942 hrs Under 21 with Alcohol In Body,,Sun Devil Center,Cleared By Arrest
18-14824T,2/24,2005 hrs,2/24,2005 hrs,2/24,2005 hrs Under 21 with Alcohol In Body,,Sun Devil Center,Cleared By Arrest
"",,,,,,,,500 Blk E Apache,
18-14854T,2/24,2153 hrs,2/24,2153 hrs,2/24,2153 hrs Criminal Trespass-3rd Degree-Real Property,,,Cleared By Arrest
"",,,,,,,,Blvd,
18-14865T,2/24,2234 hrs,2/24,2234 hrs,2/24,2234 hrs Under 21 with Alcohol In Body,,500 Blk E Orange St,Cleared By Arrest
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,Description,,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,Armed Robbery - Armed with Deadly Weapon or,,300 Blk E Apache,
18-14914T,2/25,0337 hrs,2/25,0331 hrs,2/25,0334 hrs,,,Pending
"",,,,,,Simulated Deadly Weapon,,Blvd,
18-14933T,2/25,0720 hrs,2/25,0720 hrs,2/25,1530 hrs Trespass - 3rd Degree - Real Property,,700 Blk E Lemon St,Cleared By Arrest
"",,,,,Occurred,,,
"",Date,Time,,,,,,
Incident #,,,,From,Thru,Description,,Location Disposition
"",Reported,Reported,,,,,,
"",,,Date,Time,Date,Time,,
18-15190D,2/26,0728 hrs,2/26,0728 hrs,2/26,0728 hrs Criminal Trespass - 3rd Degree - Real Property,,522 Blk N Central Ave Cleared By Arrest
"",,,,,,,,700 Blk E Apache
18-15288T,2/26,1258 hrs,2/24,2100 hrs,2/25,1000 hrs Burglary (Vehicle) - 3rd Degree - Non Residential,,Pending
"",,,,,,,,Blvd
18-15307T,2/26,1407 hrs,2/15,2200 hrs,2/25,1100 hrs Burglary (Vehicle) - 3rd Degree - Non Residential,,400 Blk E Lemon Mall Pending
18-15342T,2/26,1829 hrs,2/26,0900 hrs,2/26,1829 hrs Burglary (Vehicle) - 3rd Degree - Non Residential,,900 Blk S Myrtle Ave Pending
18-80000061T,2/26,0425 hrs,2/8,1200 hrs,2/26,0400 hrs Bicycle Theft,,500 Blk S Packard Dr Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,Description,,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,4700 Blk W Verde,
18-15543W,2/27,1240 hrs,2/27,0700 hrs,2/27,1200 hrs Theft,,,Pending
"",,,,,,,,Mall,
"",,,,,,,,700 Blk E Apache,
18-15620T,2/27,1459 hrs,2/23,1800 hrs,2/24,0900 hrs Burglary (Vehicle) - 3rd Degree - Non Residential,,,Pending
"",,,,,,,,Blvd,
18-15642T,2/27,1551 hrs,2/25,1900 hrs,2/26,1100 hrs Theft,,700 Blk E Lemon St,Pending
"",,,,,,Driving with a Suspended/Cancelled/Revoked,,,
18-15685T,2/27,2001 hrs,2/27,2001 hrs,2/27,2001 hrs,,S Rural Rd / 6th St,Cleared By Arrest
"",,,,,,License,,,
"",,,,,,,,1200 Blk S McAllister,Cleared by
18-15695T,2/27,2020 hrs,2/24,2200 hrs,2/25,0030 hrs Criminal Damage - Deface or Damage Property,,,
"",,,,,,,,Ave,Exceptional Means
"",,,,,,,,600 Blk S College,
18-80000062T,2/27,1129 hrs,2/27,0800 hrs,2/27,1100 hrs Bicycle Theft,,,Pending
"",,,,,,,,Ave,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,Description,,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,E Tyler Mall/ S Cady,
18-15909T,2/28,1345 hrs,2/28,1345 hrs,2/28,1345 hrs Criminal Trespass- 3rd Degree,,,Cleared By Arrest
"",,,,,,,,Mall,
"",,,,,,,,E University Dr/ E,
18-15920T,2/28,1434 hrs,2/28,1435 hrs,2/28,1435 hrs Criminal Damage,,,Cleared By Arrest
"",,,,,,,,Veterans Way,
"",,,,,,,,ASU Police,
18-15923T,2/28,1448 hrs,2/28,1448 hrs,2/28,1536 hrs Forgery Fraud,,,Pending
"",,,,,,,,Department,
"",,,,,,,,N 7th St/ E Van Buren,
18-15987D,2/28,1941 hrs,2/28,1941 hrs,2/28,1941 hrs Excessive Speed in a residential area,,,Cleared By Arrest
"",,,,,,,,St,
18-16058T,2/28,2319 hrs,2/28,2330 hrs,2/28,2345 hrs Driving with a suspended license,,Verbena Hall,Cleared By Arrest
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
